"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002310475.1_ASM231047v1","GCF_010669245.1_ASM1066924v1","GCF_012219705.1_ASM1221970v1","GCF_012219925.1_ASM1221992v1","GCF_012220065.1_ASM1222006v1","GCF_012220405.1_ASM1222040v1"
"wbgU_1","","UDP-N-acetylglucosamine 4-epimerase","1","1","1","1","379","2","10","","1004","1004","1004","","GCF_010669245.1_01556","","","",""
"wbnK","","O-antigen biosynthesis glycosyltransferase WbnK","1","1","1","1","380","2","11","","986","986","986","","GCF_010669245.1_01557","","","",""
"group_155","","hypothetical protein","1","1","1","1","988","22","2","","1832","1832","1832","","GCF_010669245.1_01768","","","",""
"pglH","","GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase","1","1","1","1","381","2","12","","1073","1073","1073","","GCF_010669245.1_01558","","","",""
"group_1551","","hypothetical protein","1","1","1","1","382","2","13","","974","974","974","","GCF_010669245.1_01559","","","",""
"group_1552","arnC_1","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","1","1","1","1","383","2","14","","953","953","953","","GCF_010669245.1_01560","","","",""
"group_1553","","hypothetical protein","1","1","1","1","384","2","15","","368","368","368","","GCF_010669245.1_01561","","","",""
"ppm1","","Polyprenol monophosphomannose synthase","1","1","1","1","385","2","117","","725","725","725","","GCF_010669245.1_01562","","","",""
"wbgU_2","","UDP-N-acetylglucosamine 4-epimerase","1","1","1","1","386","2","116","","950","950","950","","GCF_010669245.1_01563","","","",""
"group_1556","","hypothetical protein","1","1","1","1","387","2","115","","785","785","785","","GCF_010669245.1_01564","","","",""
"group_1557","","hypothetical protein","1","1","1","1","388","2","114","","1385","1385","1385","","GCF_010669245.1_01565","","","",""
"group_1558","","hypothetical protein","1","1","1","1","389","2","113","","1697","1697","1697","","GCF_010669245.1_01566","","","",""
"group_1559","","hypothetical protein","1","1","1","1","390","2","112","","968","968","968","","GCF_010669245.1_01567","","","",""
"group_156","","hypothetical protein","1","1","1","1","991","22","1","","1832","1832","1832","","","","","GCF_012220065.1_02331",""
"group_1560","btuD_5","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","391","2","111","","1202","1202","1202","","GCF_010669245.1_01568","","","",""
"group_1561","","hypothetical protein","1","1","1","1","392","2","110","","788","788","788","","GCF_010669245.1_01569","","","",""
"group_1562","","hypothetical protein","1","1","1","1","393","2","109","","935","935","935","","GCF_010669245.1_01570","","","",""
"group_1563","","hypothetical protein","1","1","1","1","394","2","108","","1142","1142","1142","","GCF_010669245.1_01571","","","",""
"group_1569","","hypothetical protein","1","1","1","1","832","1","832","","1487","1487","1487","","GCF_010669245.1_01665","","","",""
"group_157","","hypothetical protein","1","1","1","1","986","22","12","","1832","1832","1832","","","","","","GCF_012220405.1_02312"
"recA_2","","Protein RecA","1","1","1","1","470","1","905","","335","335","335","","GCF_010669245.1_01669","","","",""
"group_1572","","IS1182 family transposase ISEnfa2","1","1","1","1","886","1","897","","677","677","677","","GCF_010669245.1_01671","","","",""
"group_1573","","hypothetical protein","1","1","1","1","883","1","896","","896","896","896","","GCF_010669245.1_01674","","","",""
"murJ_2","","lipid II flippase MurJ","1","1","1","1","882","1","895","","1877","1877","1877","","GCF_010669245.1_01675","","","",""
"group_1575","arnC_2","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","1","1","1","1","881","1","894","","977","977","977","","GCF_010669245.1_01676","","","",""
"group_1576","","hypothetical protein","1","1","1","1","880","1","893","","1193","1193","1193","","GCF_010669245.1_01677","","","",""
"rfaB","","Lipopolysaccharide 1,6-galactosyltransferase","1","1","1","1","879","1","892","","1088","1088","1088","","GCF_010669245.1_01678","","","",""
"group_1578","","hypothetical protein","1","1","1","1","878","1","891","","1013","1013","1013","","GCF_010669245.1_01679","","","",""
"epsF_1","","Putative glycosyltransferase EpsF","1","1","1","1","877","1","890","","1076","1076","1076","","GCF_010669245.1_01680","","","",""
"dapH_1","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","1","1","1","1","876","1","889","","512","512","512","","GCF_010669245.1_01681","","","",""
"group_1581","","hypothetical protein","1","1","1","1","875","1","888","","491","491","491","","GCF_010669245.1_01682","","","",""
"group_1582","","hypothetical protein","1","1","1","1","874","1","887","","449","449","449","","GCF_010669245.1_01683","","","",""
"epsL","","putative sugar transferase EpsL","1","1","1","1","873","1","886","","686","686","686","","GCF_010669245.1_01684","","","",""
"group_1584","ywqE","Tyrosine-protein phosphatase YwqE","1","1","1","1","872","1","885","","764","764","764","","GCF_010669245.1_01685","","","",""
"ywqD","","Tyrosine-protein kinase YwqD","1","1","1","1","871","1","884","","695","695","695","","GCF_010669245.1_01686","","","",""
"ywqC","","putative capsular polysaccharide biosynthesis protein YwqC","1","1","1","1","870","1","883","","779","779","779","","GCF_010669245.1_01687","","","",""
"group_1587","","hypothetical protein","1","1","1","1","869","1","882","","767","767","767","","GCF_010669245.1_01688","","","",""
"group_1588","","hypothetical protein","1","1","1","1","868","1","881","","143","143","143","","GCF_010669245.1_01689","","","",""
"group_1589","","hypothetical protein","1","1","1","1","1212","210","1","","230","230","230","","GCF_010669245.1_01696","","","",""
"group_159","","hypothetical protein","1","1","1","1","3896","1","1241","","359","359","359","","","","GCF_012219925.1_01662","",""
"rclA","","putative pyridine nucleotide-disulfide oxidoreductase RclA","1","1","1","1","136","1","113","","1349","1349","1349","","GCF_010669245.1_01777","","","",""
"group_1594","","hypothetical protein","1","1","1","1","135","1","114","","386","386","386","","GCF_010669245.1_01778","","","",""
"group_1595","","hypothetical protein","1","1","1","1","134","1","115","","623","623","623","","GCF_010669245.1_01779","","","",""
"group_1596","","hypothetical protein","1","1","1","1","133","1","116","","188","188","188","","GCF_010669245.1_01780","","","",""
"acuR","","Transcriptional regulator AcuR","1","1","1","1","132","1","117","","566","566","566","","GCF_010669245.1_01781","","","",""
"clpC_2","","putative ATP-dependent Clp protease ATP-binding subunit","1","1","1","1","126","1","121","","2114","2114","2114","","GCF_010669245.1_01783","","","",""
"group_1599","","ISL3 family transposase IS1251","1","1","1","1","125","1","122","","308","308","308","","GCF_010669245.1_01784","","","",""
"group_16","","IS5 family transposase IS1194","1","1","1","1","2578","1","574","","998","998","998","","GCF_010669245.1_00657","","","",""
"group_160","","hypothetical protein","1","1","1","1","491","1","1085","","359","359","359","","","","GCF_012219925.1_02490","",""
"yhjX","","putative MFS-type transporter YhjX","1","1","1","1","85","1","196","","1241","1241","1241","","GCF_010669245.1_01790","","","",""
"group_1602","","hypothetical protein","1","1","1","1","9","1","193","","377","377","377","","GCF_010669245.1_01793","","","",""
"ribZ_2","","Riboflavin transporter RibZ","1","1","1","1","10","1","165","","1373","1373","1373","","GCF_010669245.1_01794","","","",""
"group_1604","","hypothetical protein","1","1","1","1","11","1","166","","206","206","206","","GCF_010669245.1_01795","","","",""
"dppE","","Dipeptide-binding protein DppE","1","1","1","1","37","1","650","","1655","1655","1655","","GCF_010669245.1_01800","","","",""
"dppB","","Dipeptide transport system permease protein DppB","1","1","1","1","38","1","651","","1058","1058","1058","","GCF_010669245.1_01801","","","",""
"gsiD","","Glutathione transport system permease protein GsiD","1","1","1","1","39","1","652","","953","953","953","","GCF_010669245.1_01802","","","",""
"gsiA","","Glutathione import ATP-binding protein GsiA","1","1","1","1","40","1","653","","1697","1697","1697","","GCF_010669245.1_01803","","","",""
"group_1609","","hypothetical protein","1","1","1","1","41","1","654","","194","194","194","","GCF_010669245.1_01804","","","",""
"group_161","","hypothetical protein","1","1","1","1","4089","38","5","","293","293","293","","","","GCF_012219925.1_01628","",""
"group_1610","","hypothetical protein","1","1","1","1","43","1","656","","929","929","929","","GCF_010669245.1_01806","","","",""
"group_1611","","hypothetical protein","1","1","1","1","62","1","422","","974","974","974","","GCF_010669245.1_01810","","","",""
"group_1612","","hypothetical protein","1","1","1","1","63","1","423","","950","950","950","","GCF_010669245.1_01811","","","",""
"group_1613","","IS3 family transposase IS981","1","1","1","1","70","1","667","","590","590","590","","GCF_010669245.1_01817","","","",""
"group_1614","","IS3 family transposase IS981","1","1","1","1","71","1","666","","230","230","230","","GCF_010669245.1_01818","","","",""
"glcU","","putative glucose uptake protein GlcU","1","1","1","1","73","1","125","","887","887","887","","GCF_010669245.1_01820","","","",""
"group_1617","","hypothetical protein","1","1","1","1","1177","1","709","","92","92","92","","GCF_010669245.1_01824","","","",""
"yhaP_2","","putative protein YhaP","1","1","1","1","1176","1","708","","1220","1220","1220","","GCF_010669245.1_01825","","","",""
"group_1619","btuD_6","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","1175","1","469","","893","893","893","","GCF_010669245.1_01826","","","",""
"group_1620","","hypothetical protein","1","1","1","1","1174","1","470","","368","368","368","","GCF_010669245.1_01827","","","",""
"group_1629","","hypothetical protein","1","1","1","1","3716","3","59","","311","311","311","","GCF_010669245.1_01942","","","",""
"group_1630","","hypothetical protein","1","1","1","1","3700","3","60","","464","464","464","","GCF_010669245.1_01943","","","",""
"group_1631","","hypothetical protein","1","1","1","1","809","3","45","","416","416","416","","GCF_010669245.1_01947","","","",""
"group_1632","","hypothetical protein","1","1","1","1","798","3","35","","272","272","272","","GCF_010669245.1_01949","","","",""
"group_1633","","hypothetical protein","1","1","1","1","797","3","36","","254","254","254","","GCF_010669245.1_01950","","","",""
"group_1634","","hypothetical protein","1","1","1","1","796","3","37","","182","182","182","","GCF_010669245.1_01951","","","",""
"group_1635","","hypothetical protein","1","1","1","1","804","3","24","","170","170","170","","GCF_010669245.1_01953","","","",""
"group_1636","","hypothetical protein","1","1","1","1","803","3","23","","917","917","917","","GCF_010669245.1_01954","","","",""
"group_1637","","hypothetical protein","1","1","1","1","783","3","22","","107","107","107","","GCF_010669245.1_01955","","","",""
"group_1638","","hypothetical protein","1","1","1","1","784","3","21","","92","92","92","","GCF_010669245.1_01956","","","",""
"group_1639","","hypothetical protein","1","1","1","1","785","3","28","","842","842","842","","GCF_010669245.1_01957","","","",""
"group_164","","IS3 family transposase IS1076","1","1","1","1","1","1","190","","254","254","254","","","","","","GCF_012220405.1_02276"
"group_1648","","hypothetical protein","1","1","1","1","1082","189","4","","209","209","209","","GCF_010669245.1_02181","","","",""
"group_165","","hypothetical protein","1","1","1","1","1743","190","3","","287","287","287","","GCF_010669245.1_00735","","","",""
"group_1653","","hypothetical protein","1","1","1","1","922","1","296","","2867","2867","2867","","GCF_010669245.1_02255","","","",""
"group_1654","","hypothetical protein","1","1","1","1","921","1","295","","266","266","266","","GCF_010669245.1_02256","","","",""
"sau3AIR","","Type-2 restriction enzyme Sau3AI","1","1","1","1","918","1","713","","1490","1490","1490","","GCF_010669245.1_02259","","","",""
"group_1656","","hypothetical protein","1","1","1","1","917","1","714","","1262","1262","1262","","GCF_010669245.1_02260","","","",""
"group_1657","","hypothetical protein","1","1","1","1","3479","1","733","","200","200","200","","","","GCF_012219925.1_00079","",""
"group_1659","xerC_1","Tyrosine recombinase XerC","1","1","1","1","1294","1","779","","1160","1160","1160","","","GCF_012219705.1_00010","","",""
"group_1660","","hypothetical protein","1","1","1","1","1295","1","780","","224","224","224","","","GCF_012219705.1_00011","","",""
"group_1661","","hypothetical protein","1","1","1","1","1196","1","1206","","308","308","308","","","GCF_012219705.1_00020","","",""
"group_1662","","hypothetical protein","1","1","1","1","1199","1","1208","","263","263","263","","","GCF_012219705.1_00023","","",""
"group_1663","","hypothetical protein","1","1","1","1","4239","1","747","","314","314","314","","","GCF_012219705.1_00026","","",""
"group_1665","","hypothetical protein","1","1","1","1","1290","1","245","","347","347","347","","","GCF_012219705.1_00033","","",""
"group_1666","","hypothetical protein","1","1","1","1","1291","1","244","","440","440","440","","","GCF_012219705.1_00034","","",""
"group_1667","","hypothetical protein","1","1","1","1","4187","1","730","","323","323","323","","","GCF_012219705.1_00096","","",""
"group_1668","","hypothetical protein","1","1","1","1","4344","1","719","","287","287","287","","","GCF_012219705.1_00103","","",""
"gtaB_1","","UTP--glucose-1-phosphate uridylyltransferase","1","1","1","1","824","1","856","","887","887","887","","","GCF_012219705.1_00110","","",""
"group_167","","hypothetical protein","1","1","1","1","890","1","523","","287","287","287","","","","","GCF_012220065.1_01953",""
"group_1670","","hypothetical protein","1","1","1","1","853","1","865","","764","764","764","","","GCF_012219705.1_00112","","",""
"group_1671","","hypothetical protein","1","1","1","1","854","1","864","","377","377","377","","","GCF_012219705.1_00113","","",""
"murB_1","","UDP-N-acetylenolpyruvoylglucosamine reductase","1","1","1","1","855","1","863","","2519","2519","2519","","","GCF_012219705.1_00114","","",""
"group_1673","","hypothetical protein","1","1","1","1","856","1","862","","2615","2615","2615","","","GCF_012219705.1_00115","","",""
"group_1674","","hypothetical protein","1","1","1","1","857","1","861","","428","428","428","","","GCF_012219705.1_00116","","",""
"group_1675","","hypothetical protein","1","1","1","1","858","1","860","","1445","1445","1445","","","GCF_012219705.1_00117","","",""
"tagD","","Glycerol-3-phosphate cytidylyltransferase","1","1","1","1","859","1","859","","431","431","431","","","GCF_012219705.1_00118","","",""
"group_1677","tarK","Teichoic acid ribitol-phosphate primase","1","1","1","1","860","1","858","","1109","1109","1109","","","GCF_012219705.1_00119","","",""
"group_1678","tagF","Teichoic acid poly(glycerol phosphate) polymerase","1","1","1","1","861","1","857","","1178","1178","1178","","","GCF_012219705.1_00120","","",""
"group_1679","tagG","Teichoic acid translocation permease protein TagG","1","1","1","1","862","1","900","","809","809","809","","","GCF_012219705.1_00121","","",""
"group_1680","btuD_1","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","863","1","901","","1634","1634","1634","","","GCF_012219705.1_00122","","",""
"group_1681","","hypothetical protein","1","1","1","1","865","1","903","","197","197","197","","","GCF_012219705.1_00124","","",""
"group_1683","","hypothetical protein","1","1","1","1","475","1","974","","305","305","305","","","GCF_012219705.1_00129","","",""
"group_1684","","hypothetical protein","1","1","1","1","3549","1","1060","","305","305","305","","","GCF_012219705.1_01774","","",""
"group_1686","","hypothetical protein","1","1","1","1","485","1","1059","","278","278","278","","","GCF_012219705.1_01776","","",""
"group_1687","","hypothetical protein","1","1","1","1","828","1","800","","3230","3230","3230","","","GCF_012219705.1_00139","","",""
"group_1688","","hypothetical protein","1","1","1","1","830","1","831","","1508","1508","1508","","","GCF_012219705.1_00141","","",""
"group_1689","","hypothetical protein","1","1","1","1","3231","1","811","","194","194","194","","","GCF_012219705.1_00149","","",""
"group_169","","hypothetical protein","1","1","1","1","2990","1","1079","","287","287","287","","","","","GCF_012220065.1_00371",""
"group_1690","","hypothetical protein","1","1","1","1","3273","1","820","","248","248","248","","","GCF_012219705.1_00152","","",""
"group_1691","","hypothetical protein","1","1","1","1","3277","1","816","","1196","1196","1196","","","GCF_012219705.1_00156","","",""
"group_1692","","hypothetical protein","1","1","1","1","3278","1","815","","221","221","221","","","GCF_012219705.1_00157","","",""
"group_1693","","hypothetical protein","1","1","1","1","3279","1","814","","308","308","308","","","GCF_012219705.1_00158","","",""
"group_1694","","hypothetical protein","1","1","1","1","3280","1","813","","362","362","362","","","GCF_012219705.1_00159","","",""
"group_1695","","hypothetical protein","1","1","1","1","3281","1","812","","461","461","461","","","GCF_012219705.1_00160","","",""
"group_1696","nagB_1","Glucosamine-6-phosphate deaminase","1","1","1","1","187","17","9","","788","788","788","","","GCF_012219705.1_00190","","",""
"group_1697","","hypothetical protein","1","1","1","1","207","1","276","","653","653","653","","","GCF_012219705.1_00200","","",""
"group_1698","","hypothetical protein","1","1","1","1","270","2","76","","941","941","941","","","GCF_012219705.1_00249","","",""
"group_1699","","hypothetical protein","1","1","1","1","269","2","75","","809","809","809","","","GCF_012219705.1_00250","","",""
"group_17","","IS5 family transposase IS1194","1","1","1","1","2044","195","1","","479","479","479","","GCF_010669245.1_00600","","","",""
"group_170","","hypothetical protein","1","1","1","1","3595","1","132","","287","287","287","","","","","GCF_012220065.1_02290",""
"group_1700","btuD_2","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","268","2","74","","1232","1232","1232","","","GCF_012219705.1_00251","","",""
"group_1701","","hypothetical protein","1","1","1","1","267","2","73","","1424","1424","1424","","","GCF_012219705.1_00252","","",""
"group_1702","","hypothetical protein","1","1","1","1","266","2","72","","1922","1922","1922","","","GCF_012219705.1_00253","","",""
"group_1703","tll","dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+))","1","1","1","1","265","2","71","","833","833","833","","","GCF_012219705.1_00254","","",""
"group_1704","","hypothetical protein","1","1","1","1","264","2","70","","1496","1496","1496","","","GCF_012219705.1_00255","","",""
"group_1705","","hypothetical protein","1","1","1","1","263","2","69","","998","998","998","","","GCF_012219705.1_00256","","",""
"mdoB","","Phosphoglycerol transferase I","1","1","1","1","262","2","68","","1787","1787","1787","","","GCF_012219705.1_00257","","",""
"group_1707","","hypothetical protein","1","1","1","1","261","2","67","","1670","1670","1670","","","GCF_012219705.1_00258","","",""
"ykoT","","putative glycosyltransferase YkoT","1","1","1","1","260","2","66","","968","968","968","","","GCF_012219705.1_00259","","",""
"group_1709","","hypothetical protein","1","1","1","1","259","2","65","","1817","1817","1817","","","GCF_012219705.1_00260","","",""
"group_1710","","hypothetical protein","1","1","1","1","258","2","64","","1124","1124","1124","","","GCF_012219705.1_00261","","",""
"group_1711","","hypothetical protein","1","1","1","1","257","2","63","","1454","1454","1454","","","GCF_012219705.1_00262","","",""
"group_1712","","hypothetical protein","1","1","1","1","353","2","62","","527","527","527","","","GCF_012219705.1_00263","","",""
"group_1713","","hypothetical protein","1","1","1","1","354","2","61","","1268","1268","1268","","","GCF_012219705.1_00264","","",""
"group_1714","","hypothetical protein","1","1","1","1","355","2","60","","362","362","362","","","GCF_012219705.1_00265","","",""
"group_1715","","hypothetical protein","1","1","1","1","275","43","3","","518","518","518","","","GCF_012219705.1_00276","","",""
"group_1720","","Putative prophage phiRv2 integrase","1","1","1","1","715","290","1","","1082","1082","1082","","","GCF_012219705.1_00409","","",""
"group_1721","","hypothetical protein","1","1","1","1","714","290","2","","551","551","551","","","GCF_012219705.1_00410","","",""
"group_1722","","hypothetical protein","1","1","1","1","713","290","3","","701","701","701","","","GCF_012219705.1_00411","","",""
"group_1723","","hypothetical protein","1","1","1","1","712","290","4","","227","227","227","","","GCF_012219705.1_00412","","",""
"group_1724","","hypothetical protein","1","1","1","1","711","290","5","","776","776","776","","","GCF_012219705.1_00413","","",""
"group_1725","","hypothetical protein","1","1","1","1","710","290","6","","245","245","245","","","GCF_012219705.1_00414","","",""
"group_1726","","hypothetical protein","1","1","1","1","709","290","7","","98","98","98","","","GCF_012219705.1_00415","","",""
"group_1727","","hypothetical protein","1","1","1","1","708","290","8","","158","158","158","","","GCF_012219705.1_00416","","",""
"group_1728","","hypothetical protein","1","1","1","1","707","290","9","","482","482","482","","","GCF_012219705.1_00417","","",""
"group_1729","","hypothetical protein","1","1","1","1","706","290","10","","338","338","338","","","GCF_012219705.1_00418","","",""
"group_1730","","hypothetical protein","1","1","1","1","705","290","11","","260","260","260","","","GCF_012219705.1_00419","","",""
"group_1731","","hypothetical protein","1","1","1","1","704","290","12","","401","401","401","","","GCF_012219705.1_00420","","",""
"group_1732","","hypothetical protein","1","1","1","1","703","290","13","","575","575","575","","","GCF_012219705.1_00421","","",""
"group_1733","ssb_2","Single-stranded DNA-binding protein","1","1","1","1","702","290","14","","452","452","452","","","GCF_012219705.1_00422","","",""
"group_1734","","hypothetical protein","1","1","1","1","701","290","15","","155","155","155","","","GCF_012219705.1_00423","","",""
"group_1735","","hypothetical protein","1","1","1","1","700","290","16","","746","746","746","","","GCF_012219705.1_00424","","",""
"group_1736","","hypothetical protein","1","1","1","1","699","290","17","","392","392","392","","","GCF_012219705.1_00425","","",""
"group_1737","","hypothetical protein","1","1","1","1","698","290","18","","878","878","878","","","GCF_012219705.1_00426","","",""
"group_1738","","hypothetical protein","1","1","1","1","697","290","19","","431","431","431","","","GCF_012219705.1_00427","","",""
"group_1739","","hypothetical protein","1","1","1","1","696","290","20","","404","404","404","","","GCF_012219705.1_00428","","",""
"group_1740","","hypothetical protein","1","1","1","1","695","290","21","","275","275","275","","","GCF_012219705.1_00429","","",""
"group_1741","","hypothetical protein","1","1","1","1","694","290","22","","395","395","395","","","GCF_012219705.1_00430","","",""
"group_1742","","hypothetical protein","1","1","1","1","693","290","23","","398","398","398","","","GCF_012219705.1_00431","","",""
"group_1743","","hypothetical protein","1","1","1","1","692","290","24","","326","326","326","","","GCF_012219705.1_00432","","",""
"group_1744","","hypothetical protein","1","1","1","1","691","290","25","","218","218","218","","","GCF_012219705.1_00433","","",""
"group_1745","","hypothetical protein","1","1","1","1","690","290","26","","545","545","545","","","GCF_012219705.1_00434","","",""
"group_1746","","hypothetical protein","1","1","1","1","689","290","27","","185","185","185","","","GCF_012219705.1_00435","","",""
"group_1747","","hypothetical protein","1","1","1","1","688","290","28","","485","485","485","","","GCF_012219705.1_00436","","",""
"group_1748","","hypothetical protein","1","1","1","1","654","290","29","","170","170","170","","","GCF_012219705.1_00437","","",""
"group_1749","","hypothetical protein","1","1","1","1","655","290","30","","209","209","209","","","GCF_012219705.1_00438","","",""
"group_1750","","hypothetical protein","1","1","1","1","656","290","31","","401","401","401","","","GCF_012219705.1_00439","","",""
"group_1751","","hypothetical protein","1","1","1","1","657","290","32","","248","248","248","","","GCF_012219705.1_00443","","",""
"group_1752","","hypothetical protein","1","1","1","1","658","290","33","","155","155","155","","","GCF_012219705.1_00444","","",""
"group_1753","","hypothetical protein","1","1","1","1","659","290","34","","317","317","317","","","GCF_012219705.1_00445","","",""
"group_1754","","hypothetical protein","1","1","1","1","660","290","35","","344","344","344","","","GCF_012219705.1_00446","","",""
"group_1755","","hypothetical protein","1","1","1","1","661","290","36","","1805","1805","1805","","","GCF_012219705.1_00447","","",""
"group_1756","","hypothetical protein","1","1","1","1","662","290","37","","1196","1196","1196","","","GCF_012219705.1_00448","","",""
"group_1757","","hypothetical protein","1","1","1","1","663","290","38","","602","602","602","","","GCF_012219705.1_00449","","",""
"group_1758","","hypothetical protein","1","1","1","1","664","290","39","","1232","1232","1232","","","GCF_012219705.1_00450","","",""
"group_1759","","hypothetical protein","1","1","1","1","665","290","40","","173","173","173","","","GCF_012219705.1_00451","","",""
"group_1760","","hypothetical protein","1","1","1","1","666","290","41","","290","290","290","","","GCF_012219705.1_00452","","",""
"group_1761","","hypothetical protein","1","1","1","1","667","290","42","","311","311","311","","","GCF_012219705.1_00453","","",""
"group_1762","","hypothetical protein","1","1","1","1","668","290","43","","335","335","335","","","GCF_012219705.1_00454","","",""
"group_1763","","hypothetical protein","1","1","1","1","669","290","44","","320","320","320","","","GCF_012219705.1_00455","","",""
"group_1764","","hypothetical protein","1","1","1","1","670","290","45","","587","587","587","","","GCF_012219705.1_00456","","",""
"group_1765","","hypothetical protein","1","1","1","1","671","290","46","","359","359","359","","","GCF_012219705.1_00457","","",""
"group_1766","","hypothetical protein","1","1","1","1","673","290","48","","2762","2762","2762","","","GCF_012219705.1_00459","","",""
"group_1767","","hypothetical protein","1","1","1","1","674","290","49","","692","692","692","","","GCF_012219705.1_00460","","",""
"group_1768","","hypothetical protein","1","1","1","1","675","290","50","","3911","3911","3911","","","GCF_012219705.1_00461","","",""
"group_1769","","hypothetical protein","1","1","1","1","676","290","51","","116","116","116","","","GCF_012219705.1_00462","","",""
"group_1770","","hypothetical protein","1","1","1","1","677","290","52","","227","227","227","","","GCF_012219705.1_00463","","",""
"group_1771","","hypothetical protein","1","1","1","1","679","290","55","","191","191","191","","","GCF_012219705.1_00465","","",""
"group_1772","","hypothetical protein","1","1","1","1","680","290","54","","848","848","848","","","GCF_012219705.1_00466","","",""
"group_1773","","hypothetical protein","1","1","1","1","681","290","53","","218","218","218","","","GCF_012219705.1_00467","","",""
"group_1774","","hypothetical protein","1","1","1","1","1875","297","1","","671","671","671","","","GCF_012219705.1_00607","","",""
"group_1776","","hypothetical protein","1","1","1","1","2147","1","1345","","680","680","680","","","GCF_012219705.1_00864","","",""
"group_1777","","hypothetical protein","1","1","1","1","2148","1","1346","","188","188","188","","","GCF_012219705.1_00865","","",""
"group_1778","","hypothetical protein","1","1","1","1","2149","1","1347","","707","707","707","","","GCF_012219705.1_00866","","",""
"group_1779","","hypothetical protein","1","1","1","1","2150","1","1348","","221","221","221","","","GCF_012219705.1_00867","","",""
"group_178","","hypothetical protein","1","1","1","1","1534","209","1","","836","836","836","","GCF_010669245.1_00586","","","",""
"group_1780","","hypothetical protein","1","1","1","1","2151","1","1349","","818","818","818","","","GCF_012219705.1_00868","","",""
"group_1781","","hypothetical protein","1","1","1","1","2152","1","1350","","218","218","218","","","GCF_012219705.1_00869","","",""
"group_1782","","hypothetical protein","1","1","1","1","2153","1","1351","","779","779","779","","","GCF_012219705.1_00870","","",""
"group_1784","","hypothetical protein","1","1","1","1","2161","1","1358","","221","221","221","","","GCF_012219705.1_00876","","",""
"group_1785","","hypothetical protein","1","1","1","1","2160","1","1357","","131","131","131","","","GCF_012219705.1_00877","","",""
"group_1786","","hypothetical protein","1","1","1","1","2243","1","1324","","131","131","131","","","GCF_012219705.1_01558","","",""
"recT_1","","Protein RecT","1","1","1","1","2159","1","1356","","818","818","818","","","GCF_012219705.1_00878","","",""
"recT_2","","Protein RecT","1","1","1","1","2244","1","1323","","818","818","818","","","GCF_012219705.1_01557","","",""
"group_1789","","hypothetical protein","1","1","1","1","2158","1","1355","","1037","1037","1037","","","GCF_012219705.1_00879","","",""
"group_1790","","hypothetical protein","1","1","1","1","2245","1","1284","","1037","1037","1037","","","GCF_012219705.1_01556","","",""
"group_1791","","hypothetical protein","1","1","1","1","2157","1","1382","","800","800","800","","","GCF_012219705.1_00880","","",""
"group_1792","","hypothetical protein","1","1","1","1","2246","1","1285","","800","800","800","","","GCF_012219705.1_01555","","",""
"group_1793","","hypothetical protein","1","1","1","1","2156","1","1383","","191","191","191","","","GCF_012219705.1_00881","","",""
"group_1794","","hypothetical protein","1","1","1","1","2247","1","1286","","191","191","191","","","GCF_012219705.1_01554","","",""
"group_1795","","hypothetical protein","1","1","1","1","2155","1","1384","","836","836","836","","","GCF_012219705.1_00882","","",""
"group_1796","","hypothetical protein","1","1","1","1","2154","1","1385","","272","272","272","","","GCF_012219705.1_00883","","",""
"group_1797","","hypothetical protein","1","1","1","1","2192","1","1386","","215","215","215","","","GCF_012219705.1_00884","","",""
"group_1799","","hypothetical protein","1","1","1","1","2197","1","1276","","1538","1538","1538","","","GCF_012219705.1_00891","","",""
"group_18","","IS5 family transposase IS1194","1","1","1","1","34","1","169","","443","443","443","","GCF_010669245.1_01797","","","",""
"bin3_1","","Putative transposon Tn552 DNA-invertase bin3","1","1","1","1","3542","1","1144","","587","587","587","","","","GCF_012219925.1_02151","",""
"group_1800","","hypothetical protein","1","1","1","1","2196","1","1275","","152","152","152","","","GCF_012219705.1_00892","","",""
"group_1801","","hypothetical protein","1","1","1","1","2216","1","1416","","152","152","152","","","GCF_012219705.1_01542","","",""
"group_1802","","hypothetical protein","1","1","1","1","2195","1","1274","","248","248","248","","","GCF_012219705.1_00893","","",""
"group_1803","","hypothetical protein","1","1","1","1","2214","1","1412","","899","899","899","","","GCF_012219705.1_00895","","",""
"group_1804","","hypothetical protein","1","1","1","1","2213","1","1411","","281","281","281","","","GCF_012219705.1_00896","","",""
"group_1805","","hypothetical protein","1","1","1","1","2212","1","1410","","326","326","326","","","GCF_012219705.1_00897","","",""
